qkey,input_prompt,output_token,output_dist,attribute,group,ordinal
a43d,"Question: 您的民族是？
A. 汉族
B. 少数民族

Answer: A. 汉族

Answer the following question keeping in mind your previous answers.
Question: 您认为在您14岁时，您的家庭处在哪个等级上
A. 不知道
B. 1分
C. 2分
D. 3分
E. 4分
F. 5分
G. 6分
H. 7分
I. 8分
J. 9分
K. 10分
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.,I.,J.,K.

Answer:","[' D', ' D', ' F', ' C', ' H', ' D', ' D', ' B', ' D', ' I', ' B', ' C', ' B', ' B', ' D', ' B', ' E', ' D', ' C', ' D', ' A', ' E', ' F', ' C', ' E', ' F', ' D', ' F', ' C', ' E', ' B', ' F', ' C', ' C', ' F', ' G', ' B', ' F', ' F', ' B', ' B', ' F', ' B', ' I', ' F', ' G', ' F', ' B', ' G', ' F', ' C', ' E', ' B', ' F', ' C', ' B', ' B', ' F', ' E', ' E', ' B', ' E', ' E', ' E', ' B', ' E', ' B', ' D', ' D', ' F', ' E', ' G', ' E', ' H', ' B', ' C', ' C', ' B', ' A', ' F', ' G', ' F', ' D', ' E', ' B', ' C', ' B', ' F', ' E', ' E', ' F', ' F', ' E', ' F', ' D', ' B', ' I', ' C', ' G', ' D']","[0.013255910458999287, 0.20180612835436493, 0.16379841465084927, 0.18665595486787964, 0.13221056462959058, 0.16695677107503576, 0.059677949588718505, 0.032117911911161034, 0.027305454415915156, 0.008720632053518288, 0.007494307993967183, 0.0011174290827796]",民族,汉族,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0]"
c12b,"Question: 您的性别是？
A. 男
B. 女

Answer: A. 男

Answer the following question keeping in mind your previous answers.
Question: 在过去的12个月中，您对谁提供了以下类型的帮助-提供财务支持
A. 住在一起的家人
B. 其他亲戚
C. 同事
D. 邻居
E. 朋友
F. 没有帮助任何人
G. 从未遇到过这种问题
Answer as a choice between A.,B.,C.,D.,E.,F.,G.

Answer:","[' A', ' F', ' E', ' D', ' G', ' G', ' F', ' G', ' E', ' G', ' G', ' A', ' G', ' A', ' F', ' B', ' G', ' G', ' G', ' A', ' G', ' B', ' G', ' E', ' G', ' A', ' F', ' G', ' F', ' G', ' F', ' G', ' D', ' E', ' F', ' A', ' G', ' F', ' B', ' G', ' B', ' G', ' G', ' B', ' A', ' G', ' E', ' A', ' B', ' A', ' G', ' A', ' A', ' G', ' F', ' F', ' E', ' A', ' A', ' A', ' F', ' G', ' G', ' F', ' A', ' G', ' G', ' G', ' A', ' B', ' G', ' G', ' G', ' G', ' E', ' B', ' G', ' E', ' A', ' G', ' F', ' E', ' D', ' G', ' B', ' B', ' E', ' G', ' B', ' G', ' G', ' F', ' A', ' A', ' D', ' B', ' E', ' A', ' G', ' E']","[0.17329352860687422, 0.10937038882444591, 0.009906557804441616, 0.02420355114773325, 0.14228631420576812, 0.17357684454267547, 0.3673628148680614, 0.0]",性别,男,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
a38,"Question: 您的性别是？
A. 男
B. 女

Answer: B. 女

Answer the following question keeping in mind your previous answers.
Question: 您认为婚前性行为对不对
A. 不知道
B. 总是不对的
C. 大多数情况下是不对的
D. 说不上对与不对
E. 有时是对的
F. 完全是对的
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' D', ' B', ' E', ' D', ' E', ' C', ' E', ' E', ' B', ' B', ' B', ' D', ' C', ' D', ' D', ' D', ' D', ' B', ' B', ' D', ' B', ' D', ' D', ' D', ' B', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' B', ' E', ' D', ' D', ' E', ' D', ' D', ' B', ' E', ' B', ' D', ' E', ' D', ' F', ' E', ' D', ' B', ' C', ' E', ' D', ' E', ' B', ' C', ' E', ' D', ' B', ' B', ' B', ' D', ' C', ' B', ' B', ' E', ' B', ' C', ' C', ' E', ' D', ' B', ' C', ' B', ' D', ' B', ' D', ' E', ' D', ' B', ' B', ' D', ' B', ' C', ' E', ' B', ' D', ' E', ' D', ' B', ' D', ' E', ' D', ' D', ' E', ' C', ' C', ' D', ' D', ' D', ' D']","[0.009536570833374823, 0.3431164591207086, 0.1516799977603681, 0.34864431710786764, 0.10942919580730052, 0.03759345937038008, 0.0010546703918468]",性别,女,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a40,"Question: 您的民族是？
A. 汉族
B. 少数民族

Answer: B. 少数民族

Answer the following question keeping in mind your previous answers.
Question: 您认为同性间的性行为对不对
A. 不知道
B. 总是不对的
C. 大多数情况下是不对的
D. 说不上对与不对
E. 有时是对的
F. 完全是对的
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' B', ' B', ' B', ' D', ' D', ' B', ' B', ' B', ' D', ' B', ' B', ' D', ' B', ' D', ' B', ' A', ' B', ' B', ' B', ' B', ' B', ' F', ' A', ' C', ' B', ' D', ' F', ' D', ' B', ' E', ' B', ' D', ' D', ' D', ' F', ' D', ' B', ' B', ' B', ' F', ' B', ' D', ' D', ' D', ' B', ' B', ' B', ' B', ' B', ' C', ' B', ' D', ' D', ' D', ' D', ' B', ' D', ' D', ' B', ' B', ' D', ' B', ' D', ' C', ' B', ' B', ' B', ' B', ' D', ' B', ' D', ' B', ' B', ' D', ' B', ' D', ' D', ' B', ' B', ' D', ' B', ' D', ' D', ' B', ' B', ' D', ' B', ' B', ' D', ' A', ' E', ' B', ' D', ' B', ' D', ' B', ' B', ' B', ' B', ' D']","[0.01392910180984915, 0.5809985271932641, 0.06587453316313208, 0.26997337885495154, 0.04293735921648211, 0.026287099762320985, 0.0026668182056704]",民族,少数民族,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a285,"Question: 您所居住的社区属于哪一类？
A. 居委会（城市型）
B. 村委会（农村型）

Answer: B. 村委会（农村型）

Answer the following question keeping in mind your previous answers.
Question: 过去一年，您对以下媒体的使用情况是-互联网（用手机、电脑、平板、智能穿戴设备等上网）
A. 不知道
B. 从不
C. 很少
D. 有时
E. 经常
F. 非常频繁
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' E', ' F', ' E', ' D', ' B', ' F', ' E', ' E', ' B', ' B', ' B', ' E', ' D', ' B', ' F', ' C', ' F', ' B', ' F', ' B', ' D', ' C', ' F', ' F', ' D', ' B', ' B', ' F', ' D', ' F', ' C', ' B', ' F', ' E', ' B', ' B', ' F', ' B', ' E', ' B', ' D', ' F', ' C', ' D', ' F', ' E', ' F', ' B', ' E', ' E', ' F', ' B', ' E', ' B', ' B', ' C', ' F', ' B', ' E', ' F', ' B', ' E', ' B', ' F', ' E', ' F', ' F', ' F', ' B', ' F', ' D', ' E', ' F', ' F', ' B', ' E', ' B', ' E', ' D', ' C', ' D', ' B', ' B', ' E', ' B', ' C', ' F', ' F', ' F', ' D', ' B', ' F', ' C', ' D', ' F', ' E', ' F', ' F', ' D', ' C']","[0.0015204594541767802, 0.2742700840170764, 0.08480913138136628, 0.10770910979291856, 0.23049468968583853, 0.3011965256686235, 0.0]",村居类型,村委会（农村型）,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a41,"Question: 您的政治面貌是？
A. 群众
B. 共青团员
C. 中共党员或其它党派

Answer: B. 共青团员

Answer the following question keeping in mind your previous answers.
Question: 您认为有子女的老人的养老主要应该由谁负责
A. 不知道
B. 主要由政府负责
C. 主要由子女负责
D. 主要由老人自己负责
E. 政府/子女/老人责任均摊
Answer as a choice between A.,B.,C.,D.,E.

Answer:","[' C', ' C', ' E', ' E', ' E', ' E', ' C', ' C', ' C', ' E', ' C', ' C', ' C', ' C', ' C', ' C', ' C', ' E', ' E', ' C', ' E', ' E', ' E', ' C', ' E', ' C', ' E', ' E', ' C', ' C', ' C', ' C', ' C', ' E', ' E', ' B', ' E', ' C', ' C', ' E', ' E', ' E', ' B', ' E', ' E', ' B', ' B', ' E', ' B', ' A', ' E', ' C', ' E', ' E', ' E', ' C', ' E', ' E', ' C', ' C', ' E', ' C', ' E', ' C', ' E', ' E', ' C', ' B', ' C', ' C', ' E', ' E', ' E', ' C', ' B', ' C', ' C', ' C', ' E', ' C', ' C', ' C', ' E', ' E', ' E', ' E', ' B', ' C', ' C', ' C', ' E', ' C', ' C', ' E', ' E', ' C', ' C', ' E', ' C', ' E']","[0.009842277013367672, 0.04103837260430735, 0.45444671715995566, 0.022811292864593248, 0.47186134035777605, 0.0]",政治面貌,共青团员,"[1.0, 2.0, 3.0, 4.0, 5.0]"
c3,"Question: 您目前的婚姻状况是？
A. 未婚或同居
B. 有配偶
C. 分居离异或丧偶

Answer: A. 未婚或同居

Answer the following question keeping in mind your previous answers.
Question: 您一天里与多少个不住在一起的家人或亲戚有联系
A. 0人
B. 1-2人
C. 3-4人
D. 5-9人
E. 10-19人
F. 20-49人
G. 50-99人
H. 100人或以上
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' B', ' B', ' B', ' D', ' A', ' E', ' B', ' B', ' A', ' C', ' B', ' B', ' B', ' E', ' B', ' C', ' B', ' B', ' B', ' D', ' A', ' A', ' C', ' C', ' B', ' D', ' B', ' B', ' C', ' C', ' D', ' D', ' B', ' B', ' D', ' B', ' A', ' A', ' C', ' B', ' A', ' A', ' D', ' B', ' D', ' A', ' B', ' B', ' A', ' B', ' B', ' C', ' B', ' D', ' B', ' C', ' B', ' B', ' C', ' B', ' C', ' B', ' B', ' B', ' D', ' B', ' C', ' B', ' A', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' B', ' A', ' B', ' C', ' B', ' A', ' C', ' B', ' B', ' B', ' A', ' C', ' A', ' B', ' B', ' B', ' C', ' B', ' A', ' D', ' B', ' B', ' D', ' B']","[0.16199207150803044, 0.4623084870228754, 0.2585523101887406, 0.08546614997639, 0.026699134911766308, 0.0015366363313647285, 0.0013735330555314411, 0.0020716770053008774, 0.0]",婚姻状况,未婚或同居,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
c5,"Question: 您目前完成的最高教育程度是？
A. 初中及以下
B. 高中（含中专/技校）
C. 大专及以上

Answer: C. 大专及以上

Answer the following question keeping in mind your previous answers.
Question: 除了家人或亲戚以外，您一天里与多少个人有联系
A. 0人
B. 1-2人
C. 3-4人
D. 5-9人
E. 10-19人
F. 20-49人
G. 50-99人
H. 100人或以上
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' C', ' A', ' E', ' C', ' F', ' E', ' D', ' C', ' B', ' D', ' C', ' B', ' C', ' D', ' E', ' C', ' C', ' D', ' D', ' C', ' B', ' C', ' C', ' A', ' A', ' A', ' B', ' C', ' B', ' D', ' C', ' E', ' B', ' B', ' C', ' B', ' B', ' D', ' A', ' C', ' C', ' B', ' B', ' A', ' B', ' C', ' C', ' C', ' D', ' E', ' B', ' B', ' D', ' C', ' E', ' B', ' E', ' A', ' B', ' B', ' D', ' E', ' B', ' B', ' A', ' A', ' B', ' D', ' B', ' D', ' C', ' F', ' C', ' B', ' C', ' B', ' B', ' F', ' F', ' C', ' E', ' C', ' C', ' B', ' B', ' C', ' B', ' D', ' B', ' B', ' D', ' D', ' B', ' B', ' B', ' B', ' D', ' F', ' B', ' C']","[0.07201893332679243, 0.2630644091687645, 0.28153778184994555, 0.1909640448548144, 0.11248758875098504, 0.04865313985149026, 0.02194274246042946, 0.00933135973677829, 0.0]",受教育程度,大专及以上,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
c11d,"Question: 您是否有宗教信仰？若有，属于哪一类？
A. 不信仰宗教
B. 有宗教信仰

Answer: B. 有宗教信仰

Answer the following question keeping in mind your previous answers.
Question: 在最近一次处理下列问题时，您最先向谁寻求帮助-照顾家人（如小孩/长辈）
A. 住在一起的家人
B. 其他亲戚
C. 同事
D. 邻居
E. 朋友
F. 专业人员或机构
G. 没有寻求任何人的帮助
H. 从未遇到过这种问题
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' H', ' F', ' A', ' H', ' A', ' A', ' G', ' A', ' A', ' G', ' D', ' A', ' H', ' G', ' A', ' G', ' H', ' G', ' A', ' A', ' G', ' H', ' A', ' A', ' A', ' A', ' H', ' A', ' B', ' H', ' G', ' A', ' B', ' D', ' G', ' B', ' G', ' A', ' H', ' G', ' A', ' B', ' B', ' A', ' H', ' D', ' H', ' A', ' A', ' A', ' A', ' H', ' A', ' A', ' H', ' B', ' A', ' A', ' A', ' A', ' H', ' D', ' A', ' H', ' A', ' A', ' A', ' G', ' A', ' A', ' A', ' B', ' H', ' D', ' H', ' D', ' D', ' G', ' G', ' A', ' A', ' A', ' H', ' A', ' A', ' B', ' G', ' A', ' G', ' A', ' B', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' G']","[0.5169320670399442, 0.07745608154768581, 0.0, 0.05630445549371615, 0.01441754433907732, 0.010059098020316426, 0.12961810059460976, 0.19521265296465026, 0.0]",宗教信仰,有宗教信仰,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
a82,"Question: 您认为自己目前的身体健康状况如何？
A. 不健康
B. 一般
C. 健康

Answer: A. 不健康

Answer the following question keeping in mind your previous answers.
Question: 下列各种情形，哪一种更符合您配偶或同居伴侣目前的工作状况
A. 不知道
B. 自己是老板（或者是合伙人）
C. 个体工商户
D. 受雇于他人（有固定雇主）
E. 劳务工/劳务派遣人员
F. 零工、散工（无固定雇主的受雇者）
G. 在自己家的生意/企业中工作/帮忙，领工资
H. 在自己家的生意/企业中工作/帮忙，不领工资
I. 自由职业者
J. 其他
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.,I.,J.

Answer:","[' D', ' D', ' F', ' F', ' D', ' F', ' F', ' B', ' D', ' D', ' F', ' F', ' K', ' F', ' D', ' F', ' D', ' D', ' C', ' F', ' D', ' D', ' F', ' D', ' F', ' C', ' C', ' F', ' C', ' C', ' F', ' D', ' F', ' D', ' I', ' D', ' F', ' D', ' D', ' D', ' F', ' I', ' D', ' C', ' D', ' F', ' F', ' D', ' I', ' C', ' D', ' D', ' D', ' D', ' I', ' I', ' F', ' F', ' D', ' C', ' D', ' C', ' D', ' B', ' F', ' D', ' I', ' D', ' I', ' D', ' D', ' D', ' G', ' C', ' C', ' I', ' D', ' D', ' F', ' F', ' D', ' F', ' D', ' D', ' E', ' D', ' F', ' F', ' D', ' F', ' I', ' F', ' B', ' D', ' F', ' F', ' F', ' F', ' D', ' D']","[0.00855364017644195, 0.058080987209721234, 0.08674988607849779, 0.41571403472468915, 0.01833640777363971, 0.35387763295781105, 0.004809593363965253, 0.0052595045377885315, 0.04861831317744522, 0.0, 0.010164550565098]",自评健康状况,不健康,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0]"
c11b,"Question: 您目前完成的最高教育程度是？
A. 初中及以下
B. 高中（含中专/技校）
C. 大专及以上

Answer: B. 高中（含中专/技校）

Answer the following question keeping in mind your previous answers.
Question: 在最近一次处理下列问题时，您最先向谁寻求帮助-健康问题
A. 住在一起的家人
B. 其他亲戚
C. 同事
D. 邻居
E. 朋友
F. 专业人员或机构
G. 没有寻求任何人的帮助
H. 从未遇到过这种问题
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' G', ' A', ' A', ' F', ' A', ' A', ' A', ' A', ' H', ' A', ' G', ' A', ' H', ' H', ' E', ' F', ' E', ' H', ' F', ' G', ' H', ' F', ' A', ' H', ' F', ' G', ' A', ' B', ' A', ' A', ' A', ' F', ' F', ' B', ' A', ' A', ' A', ' A', ' A', ' A', ' F', ' F', ' G', ' A', ' F', ' H', ' H', ' F', ' H', ' H', ' A', ' H', ' C', ' H', ' B', ' F', ' H', ' A', ' F', ' A', ' A', ' F', ' A', ' F', ' A', ' H', ' B', ' A', ' F', ' A', ' A', ' A', ' H', ' F', ' F', ' A', ' B', ' H', ' A', ' F', ' A', ' A', ' A', ' F', ' A', ' F', ' H', ' F', ' A', ' B', ' G', ' A', ' G', ' G', ' A', ' C', ' F', ' B', ' H', ' G']","[0.39381919792745607, 0.04855900941078887, 0.00989561219951488, 0.006867571462712462, 0.04867810821317821, 0.24135187700205918, 0.07269420785988885, 0.17813441592440143, 0.0]",受教育程度,高中（含中专/技校）,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
c11c,"Question: 您目前的婚姻状况是？
A. 未婚或同居
B. 有配偶
C. 分居离异或丧偶

Answer: C. 分居离异或丧偶

Answer the following question keeping in mind your previous answers.
Question: 在最近一次处理下列问题时，您最先向谁寻求帮助-家务琐事
A. 住在一起的家人
B. 其他亲戚
C. 同事
D. 邻居
E. 朋友
F. 专业人员或机构
G. 没有寻求任何人的帮助
H. 从未遇到过这种问题
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' H', ' G', ' D', ' H', ' A', ' H', ' H', ' G', ' B', ' A', ' A', ' G', ' A', ' G', ' G', ' G', ' A', ' G', ' D', ' G', ' H', ' A', ' A', ' A', ' A', ' G', ' G', ' G', ' B', ' A', ' A', ' A', ' B', ' A', ' A', ' G', ' G', ' H', ' G', ' H', ' G', ' A', ' A', ' H', ' G', ' D', ' G', ' B', ' A', ' A', ' A', ' G', ' A', ' A', ' G', ' H', ' G', ' G', ' A', ' G', ' A', ' A', ' G', ' E', ' G', ' A', ' G', ' A', ' A', ' G', ' H', ' G', ' G', ' G', ' G', ' H', ' A', ' G', ' G', ' G', ' G', ' G', ' G', ' D', ' G', ' G', ' A', ' G', ' G', ' A', ' A', ' H', ' A', ' A', ' H', ' G', ' G', ' B', ' G', ' H']","[0.3584901393972091, 0.10889447824161712, 0.005655070261011969, 0.05844242272711238, 0.03368306137262701, 0.008323645321714077, 0.25874032445583867, 0.16777085822286975, 0.0]",婚姻状况,分居离异或丧偶,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
a3005,"Question: 您目前的婚姻状况是？
A. 未婚或同居
B. 有配偶
C. 分居离异或丧偶

Answer: B. 有配偶

Answer the following question keeping in mind your previous answers.
Question: 过去一年，您是否常在空闲时间从事以下活动-参加文化活动，比如听音乐会看演出或展览
A. 不知道
B. 每天
C. 一周数次
D. 一月数次
E. 一年数次或更少
F. 从不
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' E', ' F', ' F', ' E', ' F', ' F', ' F', ' F', ' F', ' F', ' E', ' F', ' F', ' F', ' E', ' E', ' F', ' F', ' E', ' F', ' F', ' F', ' E', ' F', ' F', ' E', ' F', ' F', ' F', ' F', ' E', ' F', ' B', ' F', ' F', ' F', ' E', ' E', ' F', ' E', ' F', ' E', ' F', ' F', ' F', ' F', ' F', ' E', ' F', ' D', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' D', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' E', ' F', ' F', ' F', ' F', ' F', ' D', ' F', ' E', ' F', ' E', ' E', ' F', ' F', ' F', ' F', ' F', ' C', ' B', ' F', ' F', ' E', ' E', ' F', ' E', ' F', ' F', ' E', ' F', ' F', ' E', ' E', ' F', ' F']","[0.0022196367350651425, 0.008910030188082386, 0.015239976833205156, 0.04875700942936263, 0.3020198114181588, 0.6228535353961258, 0.0001812006100027]",婚姻状况,有配偶,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a33,"Question: 您所居住的社区属于哪一类？
A. 居委会（城市型）
B. 村委会（农村型）

Answer: A. 居委会（城市型）

Answer the following question keeping in mind your previous answers.
Question: 总的来说，您同不同意在这个社会上，绝大多数人都是可以信任的
A. 不知道
B. 非常不同意
C. 比较不同意
D. 说不上同意不同意
E. 比较同意
F. 非常同意
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' E', ' C', ' E', ' F', ' E', ' C', ' E', ' E', ' E', ' F', ' E', ' F', ' E', ' E', ' E', ' E', ' F', ' F', ' D', ' E', ' E', ' E', ' E', ' D', ' F', ' E', ' C', ' E', ' E', ' E', ' E', ' E', ' C', ' D', ' E', ' A', ' E', ' E', ' F', ' E', ' D', ' F', ' C', ' D', ' E', ' C', ' C', ' E', ' E', ' E', ' E', ' D', ' E', ' G', ' E', ' F', ' E', ' E', ' E', ' E', ' C', ' E', ' E', ' D', ' E', ' E', ' D', ' G', ' E', ' E', ' E', ' B', ' D', ' E', ' E', ' E', ' E', ' E', ' C', ' E', ' E', ' E', ' C', ' D', ' D', ' C', ' E', ' F', ' E', ' D', ' D', ' E', ' E', ' C', ' E', ' E', ' D', ' E', ' E', ' C']","[0.003962725780876048, 0.038952989301345595, 0.17247078241661673, 0.1689053287287426, 0.5275808855048986, 0.0881272882675206, 0.0005590840802795]",村居类型,居委会（城市型）,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a44,"Question: 您的政治面貌是？
A. 群众
B. 共青团员
C. 中共党员或其它党派

Answer: A. 群众

Answer the following question keeping in mind your previous answers.
Question: 上次居委会选举/村委会选举，您是否参加了投票
A. 不知道
B. 是
C. 否
D. 没有投票资格
Answer as a choice between A.,B.,C.,D.

Answer:","[' C', ' B', ' B', ' B', ' B', ' C', ' B', ' C', ' C', ' C', ' C', ' B', ' C', ' B', ' B', ' B', ' D', ' B', ' C', ' C', ' B', ' C', ' C', ' C', ' B', ' B', ' B', ' C', ' C', ' B', ' C', ' C', ' B', ' B', ' B', ' B', ' B', ' C', ' D', ' B', ' C', ' B', ' D', ' B', ' D', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' C', ' D', ' C', ' C', ' D', ' C', ' C', ' C', ' C', ' B', ' C', ' B', ' A', ' C', ' B', ' C', ' C', ' B', ' B', ' C', ' C', ' B', ' C', ' C', ' C', ' B', ' A', ' C', ' C', ' B', ' B', ' C', ' C', ' C', ' C', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' C', ' B', ' B', ' C', ' B', ' C']","[0.02430766750081774, 0.4756367463217416, 0.45605061391008683, 0.04400497226735388, 0.0]",政治面貌,群众,"[1.0, 2.0, 3.0, 4.0]"
b8,"Question: 您的政治面貌是？
A. 群众
B. 共青团员
C. 中共党员或其它党派

Answer: C. 中共党员或其它党派

Answer the following question keeping in mind your previous answers.
Question: 在上述各种类型的群体中,一般而言,您认为哪两类人之间的差异最大
A. 穷人与富人之间
B. 当官的与老百姓之间
C. 城里人与乡下人之间
D. 有财产的人与无财产的人之间
E. 管理者与被管理者之间
F. 高学历者与低学历者之间
G. 工人与白领之间
H. 说不清
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' F', ' A', ' A', ' B', ' B', ' A', ' B', ' A', ' A', ' A', ' A', ' B', ' H', ' A', ' G', ' F', ' A', ' D', ' H', ' A', ' A', ' A', ' B', ' A', ' E', ' A', ' F', ' C', ' F', ' F', ' A', ' B', ' A', ' B', ' B', ' A', ' B', ' B', ' B', ' B', ' D', ' B', ' C', ' A', ' F', ' F', ' B', ' D', ' F', ' G', ' C', ' C', ' F', ' B', ' B', ' F', ' A', ' A', ' B', ' B', ' A', ' B', ' F', ' A', ' C', ' A', ' H', ' A', ' F', ' H', ' B', ' A', ' D', ' A', ' A', ' C', ' B', ' B', ' A', ' D', ' B', ' A', ' B', ' A', ' A', ' B', ' H', ' H', ' A', ' E', ' F', ' B', ' D', ' B', ' H', ' A', ' B', ' A', ' B', ' A']","[0.3903638406429949, 0.23751902242020587, 0.04947911761988346, 0.06886829438979471, 0.030234666488910454, 0.0680295695435912, 0.016183705651581403, 0.13932178324303804, 0.0]",政治面貌,中共党员或其它党派,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
a282,"Question: 您目前完成的最高教育程度是？
A. 初中及以下
B. 高中（含中专/技校）
C. 大专及以上

Answer: A. 初中及以下

Answer the following question keeping in mind your previous answers.
Question: 过去一年，您对以下媒体的使用情况是-杂志
A. 不知道
B. 从不
C. 很少
D. 有时
E. 经常
F. 非常频繁
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' B', ' D', ' B', ' B', ' B', ' C', ' B', ' B', ' B', ' C', ' A', ' B', ' C', ' B', ' B', ' B', ' B', ' D', ' D', ' B', ' B', ' B', ' C', ' B', ' D', ' C', ' D', ' B', ' B', ' C', ' C', ' B', ' B', ' B', ' B', ' C', ' B', ' B', ' C', ' C', ' B', ' C', ' B', ' B', ' D', ' B', ' D', ' E', ' B', ' B', ' C', ' B', ' C', ' B', ' C', ' B', ' D', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' D', ' B', ' B', ' C', ' B', ' C', ' B', ' B', ' B', ' D', ' B', ' B', ' C', ' B', ' D', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' B', ' C', ' B', ' B', ' B', ' B', ' D']","[0.0016384856923011214, 0.7704137216133735, 0.14935202079665347, 0.06045498864325089, 0.012634276124062727, 0.005506507130358205, 0.0002255934088214]",受教育程度,初中及以下,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a6,"Question: 您的民族是？
A. 汉族
B. 少数民族

Answer: A. 汉族

Answer the following question keeping in mind your previous answers.
Question: 您参加宗教活动的频繁程度是
A. 从来没有参加过
B. 一年不到1次
C. 一年大概1到2次
D. 一年几次
E. 大概一月1次
F. 一月2到3次
G. 差不多每周都有
H. 每周都有
I. 一周几次
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.,I.

Answer:","[' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' E', ' A', ' A', ' A', ' A', ' E', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' B', ' A', ' A', ' A', ' A', ' H', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' C', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' B', ' A', ' A', ' A', ' C', ' A', ' C', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' B', ' A', ' A', ' A', ' A', ' B', ' A', ' D', ' A', ' A', ' A', ' C', ' A', ' A', ' A', ' A', ' A', ' A', ' A']","[0.8895738844306853, 0.02348306571994187, 0.04662738046425053, 0.018231028954868198, 0.004143721686694225, 0.0055278197485460895, 0.003600187384035092, 0.0071847805184305676, 0.0016281310925480793, 0.0]",民族,汉族,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]"
